[1600, 10]
[2488, 8]


[2489, 5]


[2490, 1]
[2490, 10]


[2491, 4]
[2491, 7]


[2492, 6]


[2493, 2]
[2493, 3]
[2493, 11]


[2494, 8]


[2495, 5]


[2496, 1]
[2496, 4]
[2496, 7]


[2497, 9]
[2497, 12]


[2498, 6]


[2499, 2]
[2499, 3]
[2499, 11]


[2500, 8]


[2501, 5]


[2502, 1]
[2502, 10]


[2503, 4]
[2503, 7]


[2504, 6]


[2505, 2]
[2505, 3]
[2505, 11]


[2506, 8]


[2507, 5]


[2508, 1]
[2508, 4]
[2508, 7]


[2509, 9]
[2509, 12]


[2510, 6]


[2511, 2]
[2511, 3]
[2511, 11]


[2512, 5]


[2513, 1]
[2513, 10]


[2514, 4]
[2514, 7]


[2515, 9]
[2515, 12]


[2516, 3]
[2516, 11]


[2517, 8]


[2518, 5]


[2519, 1]
[2519, 10]


[2520, 9]
[2520, 12]


[2521, 6]


[2522, 2]
[2522, 3]
[2522, 11]


[2523, 8]


[2524, 10]


[2525, 4]
[2525, 7]


[2526, 9]
[2526, 12]


[2527, 6]


[2528, 2]
[2528, 8]


[2529, 5]


[2530, 1]
[2530, 10]


[2531, 4]
[2531, 7]


[2532, 6]


[2533, 2]
[2533, 3]
[2533, 11]


[2534, 8]


[2535, 5]


[2536, 1]
[2536, 4]
[2536, 7]


[2537, 9]
[2537, 12]


[2538, 6]


[2539, 2]
[2539, 3]
[2539, 11]


[2540, 5]


[2541, 1]
[2541, 10]


[2542, 4]
[2542, 7]


[2543, 9]
[2543, 12]


[2544, 3]
[2544, 11]


[2545, 8]


[2546, 5]


[2547, 1]
[2547, 10]


[2548, 9]
[2548, 12]


[2549, 6]


[2550, 2]
[2550, 3]
[2550, 11]


[2551, 8]


[2552, 10]


[2553, 4]
[2553, 7]


[2554, 9]
[2554, 12]


[2555, 6]


[2556, 2]
[2556, 8]


[2557, 5]


[2558, 1]
[2558, 10]


[2559, 4]
[2559, 7]


[2560, 6]


[2561, 2]
[2561, 3]
[2561, 11]


[2562, 8]


[2563, 5]


[2564, 1]
[2564, 4]
[2564, 7]


[2565, 9]
[2565, 12]


[2566, 6]


[2567, 2]
[2567, 3]
[2567, 11]


[2568, 5]


[2569, 1]
[2569, 10]


[2570, 4]
[2570, 7]


[2571, 9]
[2571, 12]


[2572, 3]
[2572, 11]


[2573, 8]


[2574, 5]


[2575, 1]
[2575, 10]


[2576, 9]
[2576, 12]


[2577, 6]


[2578, 2]
[2578, 3]
[2578, 11]


[2579, 8]


[2580, 10]


[2581, 4]
[2581, 7]


[2582, 9]
[2582, 12]


[2583, 6]


[2584, 2]
[2584, 8]


[2585, 5]


[2586, 1]
[2586, 10]


[2587, 4]
[2587, 7]


[2588, 6]


[2589, 2]
[2589, 3]
[2589, 11]


[2590, 8]


[2591, 5]


[2592, 1]
[2592, 4]
[2592, 7]


[2593, 9]
[2593, 12]


[2594, 6]


[2595, 2]
[2595, 3]
[2595, 11]


[2596, 5]


[2597, 1]
[2597, 10]


[2598, 4]
[2598, 7]


[2599, 9]
[2599, 12]


[2600, 6]


[2601, 2]
[2601, 3]
[2601, 11]


[2602, 8]


[2603, 5]


[2604, 1]
[2604, 4]
[2604, 7]


[2605, 9]
[2605, 12]


[2606, 6]


[2607, 2]
[2607, 3]
[2607, 11]


[2608, 5]


[2609, 1]
[2609, 10]


[2610, 4]
[2610, 7]


[2611, 9]
[2611, 12]


[2612, 3]
[2612, 11]


[2613, 8]


[2614, 5]


[2615, 1]
[2615, 10]


[2616, 9]
[2616, 12]


[2617, 6]


[2618, 2]
[2618, 3]
[2618, 11]


[2619, 8]


[2620, 10]


[2621, 4]
[2621, 7]


[2622, 9]
[2622, 12]


[2623, 6]


[2624, 2]
[2624, 8]


[2625, 5]


[2626, 1]
[2626, 10]


[2627, 4]
[2627, 7]


[2628, 6]


[2629, 2]
[2629, 3]
[2629, 11]


[2630, 8]


[2631, 5]


[2632, 1]
[2632, 4]
[2632, 7]


[2633, 9]
[2633, 12]


[2634, 6]


[2635, 2]
[2635, 3]
[2635, 11]


[2636, 5]


[2637, 1]
[2637, 10]


[2638, 4]
[2638, 7]


[2639, 9]
[2639, 12]


[2640, 3]
[2640, 11]


[2641, 8]


[2642, 5]


[2643, 1]
[2643, 10]


[2644, 9]
[2644, 12]


[2645, 6]


[2646, 2]
[2646, 3]
[2646, 11]


[2647, 8]


[2648, 10]


[2649, 4]
[2649, 7]


[2650, 9]
[2650, 12]


[2651, 6]


[2652, 2]
[2652, 8]


[2653, 5]


[2654, 1]
[2654, 10]


[2655, 4]
[2655, 7]


[2656, 6]


[2657, 2]
[2657, 3]
[2657, 11]


[2658, 8]


[2659, 5]


[2660, 1]
[2660, 4]
[2660, 7]


[2661, 9]
[2661, 12]


[2662, 6]


[2663, 2]
[2663, 3]
[2663, 11]


[2664, 5]


[2665, 1]
[2665, 10]


[2666, 4]
[2666, 7]


[2667, 9]
[2667, 12]


[2668, 3]
[2668, 11]


[2669, 8]


[2670, 5]


[2671, 1]
[2671, 10]


[2672, 9]
[2672, 12]


[2673, 6]


[2674, 2]
[2674, 3]
[2674, 11]


[2675, 8]


[2676, 10]


[2677, 4]
[2677, 7]


[2678, 9]
[2678, 12]


[2679, 6]


[2680, 2]
[2680, 8]


[2681, 5]


[2682, 1]
[2682, 10]


[2683, 4]
[2683, 7]


[2684, 6]


[2685, 2]
[2685, 3]
[2685, 11]


[2686, 8]


[2687, 5]


[2688, 1]
[2688, 4]
[2688, 7]


[2689, 9]
[2689, 12]


[2690, 6]


[2691, 2]
[2691, 3]
[2691, 11]


[2692, 5]


[2693, 1]
[2693, 10]


[2694, 4]
[2694, 7]


[2695, 9]
[2695, 12]


[2696, 3]
[2696, 11]


[2697, 8]


[2698, 5]


[2699, 1]
[2699, 10]


[2700, 4]
[2700, 7]


[2701, 9]
[2701, 12]


[2702, 6]


[2703, 2]
[2703, 3]
[2703, 11]


[2704, 5]


[2705, 1]
[2705, 10]


[2706, 4]
[2706, 7]


[2707, 9]
[2707, 12]


[2708, 3]
[2708, 11]


[2709, 8]


[2710, 5]


[2711, 1]
[2711, 10]


[2712, 9]
[2712, 12]


[2713, 6]


[2714, 2]
[2714, 3]
[2714, 11]


[2715, 8]


[2716, 10]


[2717, 4]
[2717, 7]


[2718, 9]
[2718, 12]


[2719, 6]


[2720, 2]
[2720, 8]


[2721, 5]


[2722, 1]
[2722, 10]


[2723, 4]
[2723, 7]


[2724, 6]


[2725, 2]
[2725, 3]
[2725, 11]


[2726, 8]


[2727, 5]


[2728, 1]
[2728, 4]
[2728, 7]


[2729, 9]
[2729, 12]


[2730, 6]


[2731, 2]
[2731, 3]
[2731, 11]


[2732, 5]


[2733, 1]
[2733, 10]


[2734, 4]
[2734, 7]


[2735, 9]
[2735, 12]


[2736, 3]
[2736, 11]


[2737, 8]


[2738, 5]


[2739, 1]
[2739, 10]


[2740, 9]
[2740, 12]


[2741, 6]


[2742, 2]
[2742, 3]
[2742, 11]


[2743, 8]


[2744, 10]


[2745, 4]
[2745, 7]


[2746, 9]
[2746, 12]


[2747, 6]


[2748, 2]
[2748, 8]


[2749, 5]


[2750, 1]
[2750, 10]


[2751, 4]
[2751, 7]


[2752, 6]


[2753, 2]
[2753, 3]
[2753, 11]


[2754, 8]


[2755, 5]


[2756, 1]
[2756, 4]
[2756, 7]


[2757, 9]
[2757, 12]


[2758, 6]


[2759, 2]
[2759, 3]
[2759, 11]


[2760, 5]


[2761, 1]
[2761, 10]


[2762, 4]
[2762, 7]


[2763, 9]
[2763, 12]


[2764, 3]
[2764, 11]


[2765, 8]


[2766, 5]


[2767, 1]
[2767, 10]


[2768, 9]
[2768, 12]


[2769, 6]


[2770, 2]
[2770, 3]
[2770, 11]


[2771, 8]


[2772, 10]


[2773, 4]
[2773, 7]


[2774, 9]
[2774, 12]


[2775, 6]


[2776, 2]
[2776, 8]


[2777, 5]


[2778, 1]
[2778, 10]


[2779, 4]
[2779, 7]


[2780, 6]


[2781, 2]
[2781, 3]
[2781, 11]


[2782, 8]


[2783, 5]


[2784, 1]
[2784, 4]
[2784, 7]


[2785, 9]
[2785, 12]


[2786, 6]


[2787, 2]
[2787, 3]
[2787, 11]


[2788, 5]


[2789, 1]
[2789, 10]


[2790, 4]
[2790, 7]


[2791, 9]
[2791, 12]


[2792, 3]
[2792, 11]


[2793, 8]


[2794, 5]


[2795, 1]
[2795, 10]


[2796, 9]
[2796, 12]


[2797, 6]


[2798, 2]
[2798, 3]
[2798, 11]


[2799, 8]


[2800, 10]


[2801, 4]
[2801, 7]


[2802, 9]
[2802, 12]


[2803, 6]


[2804, 2]
[2804, 8]


[2805, 5]


[2806, 1]
[2806, 10]


[2807, 4]
[2807, 7]


[2808, 6]


[2809, 2]
[2809, 3]
[2809, 11]


[2810, 8]


[2811, 5]


[2812, 1]
[2812, 4]
[2812, 7]


[2813, 9]
[2813, 12]


[2814, 6]


[2815, 2]
[2815, 3]
[2815, 11]


[2816, 5]


[2817, 1]
[2817, 10]


[2818, 4]
[2818, 7]


[2819, 9]
[2819, 12]


[2820, 3]
[2820, 11]


[2821, 8]


[2822, 5]


[2823, 1]
[2823, 10]


[2824, 9]
[2824, 12]


[2825, 6]


[2826, 2]
[2826, 3]
[2826, 11]


[2827, 8]


[2828, 10]


[2829, 4]
[2829, 7]


[2830, 9]
[2830, 12]


[2831, 6]


[2832, 2]
[2832, 8]


[2833, 5]


[2834, 1]
[2834, 10]


[2835, 4]
[2835, 7]


[2836, 6]


[2837, 2]
[2837, 3]
[2837, 11]


[2838, 8]


[2839, 5]


[2840, 1]
[2840, 4]
[2840, 7]


[2841, 9]
[2841, 12]


[2842, 6]


[2843, 2]
[2843, 3]
[2843, 11]


[2844, 5]


[2845, 1]
[2845, 10]


[2846, 4]
[2846, 7]


[2847, 9]
[2847, 12]


[2848, 3]
[2848, 11]


[2849, 8]


[2850, 5]


[2851, 1]
[2851, 10]


[2852, 9]
[2852, 12]


[2853, 6]


[2854, 2]
[2854, 3]
[2854, 11]


[2855, 8]


[2856, 10]


[2857, 4]
[2857, 7]


[2858, 9]
[2858, 12]


[2859, 6]


[2860, 2]
[2860, 8]


[2861, 5]


[2862, 1]
[2862, 10]


[2863, 4]
[2863, 7]


[2864, 6]


[2865, 2]
[2865, 3]
[2865, 11]


[2866, 8]


[2867, 5]


[2868, 1]
[2868, 4]
[2868, 7]


[2869, 9]
[2869, 12]


[2870, 6]


[2871, 2]
[2871, 3]
[2871, 11]


[2872, 5]


[2873, 1]
[2873, 10]


[2874, 4]
[2874, 7]


[2875, 9]
[2875, 12]


[2876, 3]
[2876, 11]


[2877, 8]


[2878, 5]


[2879, 1]
[2879, 10]


[2880, 9]
[2880, 12]


[2881, 6]


[2882, 2]
[2882, 3]
[2882, 11]


[2883, 8]


[2884, 10]


[2885, 4]
[2885, 7]


[2886, 9]
[2886, 12]


[2887, 6]


[2888, 2]
[2888, 8]


[2889, 5]


[2890, 1]
[2890, 10]


[2891, 4]
[2891, 7]


[2892, 6]


[2893, 2]
[2893, 3]
[2893, 11]


[2894, 8]


[2895, 5]


[2896, 1]
[2896, 4]
[2896, 7]


[2897, 9]
[2897, 12]


[2898, 6]


[2899, 2]
[2899, 3]
[2899, 11]


[2900, 8]


[2901, 5]


[2902, 1]
[2902, 10]


[2903, 4]
[2903, 7]


[2904, 6]


[2905, 2]
[2905, 3]
[2905, 11]


[2906, 8]


[2907, 5]


[2908, 1]
[2908, 4]
[2908, 7]


[2909, 9]
[2909, 12]


[2910, 6]


[2911, 2]
[2911, 3]
[2911, 11]


[2912, 5]


[2913, 1]
[2913, 10]


[2914, 4]
[2914, 7]


[2915, 9]
[2915, 12]


[2916, 3]
[2916, 11]


[2917, 8]


[2918, 5]


[2919, 1]
[2919, 10]


[2920, 9]
[2920, 12]


[2921, 6]


[2922, 2]
[2922, 3]
[2922, 11]


[2923, 8]


[2924, 10]


[2925, 4]
[2925, 7]


[2926, 9]
[2926, 12]


[2927, 6]


[2928, 2]
[2928, 8]


[2929, 5]


[2930, 1]
[2930, 10]


[2931, 4]
[2931, 7]


[2932, 6]


[2933, 2]
[2933, 3]
[2933, 11]


[2934, 8]


[2935, 5]


[2936, 1]
[2936, 4]
[2936, 7]


[2937, 9]
[2937, 12]


[2938, 6]


[2939, 2]
[2939, 3]
[2939, 11]


[2940, 5]


[2941, 1]
[2941, 10]


[2942, 4]
[2942, 7]


[2943, 9]
[2943, 12]


[2944, 3]
[2944, 11]


[2945, 8]


[2946, 5]


[2947, 1]
[2947, 10]


[2948, 9]
[2948, 12]


[2949, 6]


[2950, 2]
[2950, 3]
[2950, 11]


[2951, 8]


[2952, 10]


[2953, 4]
[2953, 7]


[2954, 9]
[2954, 12]


[2955, 6]


[2956, 2]
[2956, 8]


[2957, 5]


[2958, 1]
[2958, 10]


[2959, 4]
[2959, 7]


[2960, 6]


[2961, 2]
[2961, 3]
[2961, 11]


[2962, 8]


[2963, 5]


[2964, 1]
[2964, 4]
[2964, 7]


[2965, 9]
[2965, 12]


[2966, 6]


[2967, 2]
[2967, 3]
[2967, 11]


[2968, 5]


[2969, 1]
[2969, 10]


[2970, 4]
[2970, 7]


[2971, 9]
[2971, 12]


[2972, 3]
[2972, 11]


[2973, 8]


[2974, 5]


[2975, 1]
[2975, 10]


[2976, 9]
[2976, 12]


[2977, 6]


[2978, 2]
[2978, 3]
[2978, 11]


[2979, 8]


[2980, 10]


[2981, 4]
[2981, 7]


[2982, 9]
[2982, 12]


[2983, 6]


[2984, 2]
[2984, 8]


[2985, 5]


[2986, 1]
[2986, 10]


[2987, 4]
[2987, 7]


[2988, 6]


[2989, 2]
[2989, 3]
[2989, 11]


[2990, 8]


[2991, 5]


[2992, 1]
[2992, 4]
[2992, 7]


[2993, 9]
[2993, 12]


[2994, 6]


[2995, 2]
[2995, 3]
[2995, 11]


[2996, 5]


[2997, 1]
[2997, 10]


[2998, 4]
[2998, 7]


[2999, 9]
[2999, 12]


[3000, 6]
